iter	Passed	Remaining
877	2633	365
878	2635	362
879	2639	359
880	2640	356
881	2642	353
882	2644	350
883	2646	347
884	2648	344
885	2650	341
886	2655	338
887	2658	335
888	2660	332
889	2662	329
890	2664	325
891	2666	322
892	2669	319
893	2672	316
894	2674	313
895	2676	310
896	2678	307
897	2680	304
898	2682	301
899	2694	299
900	2696	296
901	2706	294
902	2711	291
903	2713	288
904	2716	285
905	2718	282
906	2720	278
907	2722	275
908	2724	272
909	2727	269
910	2728	266
911	2733	263
912	2735	260
913	2736	257
914	2738	254
915	2740	251
916	2742	248
917	2747	245
918	2748	242
919	2750	239
920	2752	236
921	2754	233
922	2756	229
923	2758	226
924	2762	223
925	2764	220
926	2765	217
927	2767	214
928	2769	211
929	2771	208
930	2773	205
931	2776	202
932	2784	199
933	2793	197
934	2795	194
935	2796	191
936	2798	188
937	2800	185
938	2802	182
939	2804	179
940	2809	176
941	2811	173
942	2813	170
943	2815	167
944	2817	163
945	2819	160
946	2820	157
947	2824	154
948	2826	151
949	2828	148
950	2830	145
951	2832	142
952	2834	139
953	2836	136
954	2841	133
955	2843	130
956	2844	127
957	2847	124
958	2849	121
959	2851	118
960	2854	115
961	2856	112
962	2858	109
963	2860	106
964	2865	103
965	2893	101
966	2897	98
967	2899	95
968	2901	92
969	2902	89
970	2904	86
971	2906	83
972	2907	80
973	2909	77
974	2913	74
975	2915	71
976	2917	68
977	2918	65
978	2920	62
979	2922	59
980	2924	56
981	2925	53
982	2927	50
983	2929	47
984	2931	44
985	2934	41
986	2938	38
987	2940	35
988	2942	32
989	2944	29
990	2946	26
991	2949	23
992	2952	20
993	2954	17
994	2962	14
995	2964	11
996	2966	8
997	2967	5
998	2969	2
999	2971	0
